locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
H16_RS09075	H16_RS09075	1	NC_008313	1979547	1979873	-		DUF2282 domain-containing protein
H16_RS09080	H16_RS09080	1	NC_008313	1980146	1980844	+		response regulator transcription factor
H16_RS09085	H16_RS09085	1	NC_008313	1980878	1981930	+		sensor histidine kinase
H16_RS09090	H16_RS09090	1	NC_008313	1981905	1982711	-		DUF2063 domain-containing protein
H16_RS09095	H16_RS09095	1	NC_008313	1982695	1983555	-		DUF692 domain-containing protein
H16_RS09100	H16_RS09100	1	NC_008313	1983857	1985119	+		PAS domain S-box protein
H16_RS09105	H16_RS09105	1	NC_008313	1985639	1985905	+		DUF4148 domain-containing protein
H16_RS09110	H16_RS09110	1	NC_008313	1986131	1986358	+		hypothetical protein
H16_RS09115	H16_RS09115	1	NC_008313	1987178	1987681	-		hypothetical protein
H16_RS34160	H16_RS34160	7	NC_008313	1988711	1988929	+		hypothetical protein
H16_RS09125	H16_RS09125	1	NC_008313	1989153	1990613	-		glucose dehydrogenase
H16_RS09130	H16_RS09130	1	NC_008313	1991426	1992283	+		GNAT family N-acetyltransferase
H16_RS09135	H16_RS09135	7	NC_008313	1992470	1993507	+		KfrA protein
H16_RS34165	H16_RS34165	7	NC_008313	1993516	1993590	+		DNA-binding protein
H16_RS34170	H16_RS34170	7	NC_008313	1994208	1994733	+		hypothetical protein
H16_RS09145	H16_RS09145	7	NC_008313	1994765	1994989	+		phenylacetic acid degradation protein
H16_RS09150	H16_RS09150	7	NC_008313	1995031	1995506	+		DoxX family protein
H16_RS34175	H16_RS34175	1	NC_008313	1995562	1995786	+		hypothetical protein
H16_RS09155	H16_RS09155	1	NC_008313	1996137	1996685	+		hypothetical protein
H16_RS09160	H16_RS09160	1	NC_008313	1996704	1997381	+		Crp/Fnr family transcriptional regulator
H16_RS09165	H16_RS09165	1	NC_008313	1997500	1997967	+		group 1 truncated hemoglobin
H16_RS34180	H16_RS34180	1	NC_008313	1998120	1998266	+		DUF1330 domain-containing protein
H16_RS09170	H16_RS09170	1	NC_008313	1998368	1998904	-		dihydrofolate reductase
H16_RS09175	H16_RS09175	1	NC_008313	1999718	2000194	-		hypothetical protein
H16_RS34185	H16_RS34185	1	NC_008313	2000443	2000625	-		hypothetical protein
H16_RS09180	H16_RS09180	7	NC_008313	2000636	2000851	+		hypothetical protein
H16_RS09185	H16_RS09185	7	NC_008313	2000844	2001163	+		hypothetical protein
H16_RS09190	H16_RS09190	1	NC_008313	2001187	2002413	-		ISL3-like element ISAe1 family transposase
H16_RS09195	H16_RS09195	7	NC_008313	2002467	2002997	+		hypothetical protein
H16_RS09200	H16_RS09200	1	NC_008313	2003424	2003720	+		hypothetical protein
H16_RS09205	H16_RS09205	7	NC_008313	2003842	2004078	-		UDP-glucose 4-epimerase
H16_RS09210	H16_RS09210	1	NC_008313	2004182	2005567	-		phosphomannomutase/phosphoglucomutase
H16_RS09215	H16_RS09215	1	NC_008313	2005650	2006201	-		dTDP-4-dehydrorhamnose 3,5-epimerase
H16_RS34190	H16_RS34190	7	NC_008313	2006216	2006373	-		glucose-1-phosphate thymidylyltransferase
H16_RS09220	H16_RS09220	1	NC_008313	2006385	2007302	-		dTDP-4-dehydrorhamnose reductase
H16_RS09225	H16_RS09225	1	NC_008313	2007292	2008347	-		dTDP-glucose 4,6-dehydratase
H16_RS09230	H16_RS09230	1	NC_008313	2008448	2009251	-		2OG-Fe(II) oxygenase
H16_RS09235	H16_RS09235	1	NC_008313	2009272	2010315	-		helix-turn-helix domain-containing protein
H16_RS09240	H16_RS09240	1	NC_008313	2010860	2012389	+		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
H16_RS09245	H16_RS09245	1	NC_008313	2012462	2013241	+		exopolysaccharide biosynthesis protein
H16_RS09250	H16_RS09250	1	NC_008313	2013222	2014424	+		sugar transporter
H16_RS09255	H16_RS09255	1	NC_008313	2014468	2016678	+		capsular polysaccharide biosynthesis protein
H16_RS09260	H16_RS09260	1	NC_008313	2016719	2017729	+		glycosyltransferase
H16_RS09265	H16_RS09265	1	NC_008313	2017754	2018797	+		glycosyltransferase family 2 protein
H16_RS09270	H16_RS09270	1	NC_008313	2018810	2019922	+		glycosyltransferase family 1 protein
H16_RS09275	H16_RS09275	1	NC_008313	2019904	2021178	+		glycosyltransferase family 4 protein
H16_RS09280	H16_RS09280	1	NC_008313	2021192	2022475	+		oligosaccharide repeat unit polymerase
H16_RS09285	H16_RS09285	1	NC_008313	2022499	2023785	+		polysaccharide biosynthesis protein
H16_RS09290	H16_RS09290	1	NC_008313	2023782	2024669	+		glucose-1-phosphate thymidylyltransferase
H16_RS09295	H16_RS09295	1	NC_008313	2024724	2025980	-		hypothetical protein
H16_RS09300	H16_RS09300	1	NC_008313	2026429	2027520	+		acyltransferase
H16_RS34195	H16_RS34195	7	NC_008313	2027734	2028009	-		hypothetical protein
H16_RS09310	H16_RS09310	1	NC_008313	2028167	2028499	-		hypothetical protein
H16_RS09315	H16_RS09315	1	NC_008313	2028735	2029688	+		hypothetical protein
H16_RS09320	H16_RS09320	1	NC_008313	2029685	2030575	+		ThiF family adenylyltransferase
H16_RS09325	H16_RS09325	1	NC_008313	2030572	2031795	+		hypothetical protein
H16_RS09330	H16_RS09330	1	NC_008313	2031792	2032901	+		GNAT family N-acetyltransferase
H16_RS09335	H16_RS09335	1	NC_008313	2032906	2033913	+		hypothetical protein
H16_RS09340	H16_RS09340	1	NC_008313	2033920	2035563	-		hypothetical protein
H16_RS09345	H16_RS09345	1	NC_008313	2035955	2036782	-		methyltransferase domain-containing protein
H16_RS09350	H16_RS09350	1	NC_008313	2036872	2037216	-		Na+/H+ antiporter subunit G
H16_RS09355	H16_RS09355	1	NC_008313	2037227	2037499	-		K+/H+ antiporter subunit F
H16_RS09365	H16_RS09365	7	NC_008313	2037484	2039532	-		cation:proton antiporter
H16_RS09370	H16_RS09370	1	NC_008313	2039529	2039897	-		Na+/H+ antiporter subunit C
H16_RS09375	H16_RS09375	1	NC_008313	2039897	2042701	-		monovalent cation/H+ antiporter subunit A
H16_RS34200	H16_RS34200	1	NC_008313	2042795	2043181	+		EAL domain-containing protein
H16_RS09385	H16_RS09385	1	NC_008313	2043340	2044767	+		amidase
H16_RS09390	H16_RS09390	1	NC_008313	2044836	2045789	+		ABC transporter substrate-binding protein
H16_RS09395	H16_RS09395	7	NC_008313	2045805	2047962	-		PQQ-dependent dehydrogenase, methanol/ethanol family
H16_RS09400	H16_RS09400	1	NC_008313	2048261	2049058	+		crotonase/enoyl-CoA hydratase family protein
H16_RS09405	H16_RS09405	1	NC_008313	2049091	2049906	-		IclR family transcriptional regulator
H16_RS09410	H16_RS09410	1	NC_008313	2050123	2051301	+		thiolase family protein
H16_RS09415	H16_RS09415	1	NC_008313	2051341	2052105	+		SDR family NAD(P)-dependent oxidoreductase
H16_RS09420	H16_RS09420	1	NC_008313	2052149	2052913	+		crotonase/enoyl-CoA hydratase family protein
H16_RS09425	H16_RS09425	1	NC_008313	2053032	2054024	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS09430	H16_RS09430	1	NC_008313	2054206	2055450	+		MFS transporter
H16_RS09435	H16_RS09435	1	NC_008313	2055713	2056918	+		formate-dependent phosphoribosylglycinamide formyltransferase
H16_RS09440	H16_RS09440	1	NC_008313	2056933	2058264	-		mechanosensitive ion channel
H16_RS34205	H16_RS34205	1	NC_008313	2058389	2058589	-		hypothetical protein
H16_RS09450	H16_RS09450	1	NC_008313	2058827	2059699	+		LysR family transcriptional regulator
H16_RS09455	H16_RS09455	1	NC_008313	2059899	2060651	+		aldolase
H16_RS09460	H16_RS09460	1	NC_008313	2061007	2062314	+		MFS transporter
H16_RS09465	H16_RS09465	1	NC_008313	2062311	2062910	+		2-hydroxychromene-2-carboxylate isomerase
H16_RS34210	H16_RS34210	1	NC_008313	2063065	2063190	+		hypothetical protein
H16_RS09470	H16_RS09470	1	NC_008313	2063215	2063532	-		multidrug efflux SMR transporter
H16_RS09475	H16_RS09475	1	NC_008313	2063650	2064558	+		LysR family transcriptional regulator
H16_RS09480	H16_RS09480	1	NC_008313	2064575	2065792	-		HD-GYP domain-containing protein
H16_RS09485	H16_RS09485	1	NC_008313	2066016	2066309	+		antibiotic biosynthesis monooxygenase
H16_RS09490	H16_RS09490	1	NC_008313	2066425	2067426	+		cysteine synthase A
H16_RS09495	H16_RS09495	1	NC_008313	2067440	2069416	-		propionate catabolism operon regulatory protein PrpR
H16_RS09500	H16_RS09500	1	NC_008313	2069698	2070606	+		methylisocitrate lyase
H16_RS09505	H16_RS09505	1	NC_008313	2070694	2071851	+		2-methylcitrate synthase
H16_RS09510	H16_RS09510	1	NC_008313	2071974	2074586	+		Fe/S-dependent 2-methylisocitrate dehydratase AcnD
H16_RS09515	H16_RS09515	1	NC_008313	2074648	2075838	+		2-methylaconitate cis-trans isomerase PrpF
H16_RS09520	H16_RS09520	1	NC_008313	2075865	2077319	+		bifunctional 2-methylcitrate dehydratase/aconitate hydratase
H16_RS09525	H16_RS09525	1	NC_008313	2077547	2078671	+		asparaginase
H16_RS09530	H16_RS09530	1	NC_008313	2078700	2079665	-		AraC family transcriptional regulator
H16_RS09535	H16_RS09535	1	NC_008313	2079789	2080334	+		carboxymuconolactone decarboxylase
H16_RS09540	H16_RS09540	1	NC_008313	2080268	2080852	-		cobalt-zinc-cadmium resistance protein czcD
H16_RS09545	H16_RS09545	1	NC_008313	2080998	2081468	-		PaaI family thioesterase
H16_RS09550	H16_RS09550	1	NC_008313	2081636	2081887	+		DUF1289 domain-containing protein
H16_RS09555	H16_RS09555	1	NC_008313	2081899	2082618	-		MOSC domain-containing protein
H16_RS09560	H16_RS09560	1	NC_008313	2082615	2083322	-		glutamine amidotransferase
H16_RS09565	H16_RS09565	1	NC_008313	2083444	2085906	-		penicillin acylase family protein
H16_RS09570	H16_RS09570	1	NC_008313	2086026	2087459	-		aldehyde dehydrogenase family protein
H16_RS09575	H16_RS09575	1	NC_008313	2087666	2088274	+		hypothetical protein
H16_RS09580	H16_RS09580	1	NC_008313	2088342	2089964	-		ABC-F family ATPase
H16_RS09585	H16_RS09585	1	NC_008313	2090238	2091197	-		muramoyltetrapeptide carboxypeptidase
H16_RS09590	H16_RS09590	1	NC_008313	2091194	2091796	-		tRNA adenosine(34) deaminase TadA
H16_RS09595	H16_RS09595	1	NC_008313	2091806	2092282	-		6-carboxytetrahydropterin synthase
H16_RS09600	H16_RS09600	1	NC_008313	2092406	2093041	-		7-carboxy-7-deazaguanine synthase
H16_RS09605	H16_RS09605	1	NC_008313	2093545	2094051	-		DUF1993 domain-containing protein
H16_RS09610	H16_RS09610	7	NC_008313	2094153	2094989	-		LysR family transcriptional regulator
H16_RS09615	H16_RS09615	1	NC_008313	2094882	2095349	+		hypothetical protein
H16_RS09620	H16_RS09620	1	NC_008313	2095504	2095905	+		hypothetical protein
H16_RS09625	H16_RS09625	1	NC_008313	2095924	2096544	-		DUF2239 family protein
H16_RS09630	H16_RS09630	1	NC_008313	2096626	2098239	-		ABC-F family ATP-binding cassette domain-containing protein
H16_RS09635	H16_RS09635	7	NC_008313	2098421	2100191	-		hypothetical protein
H16_RS09640	H16_RS09640	1	NC_008313	2100527	2101561	-		Zn-dependent oxidoreductase
H16_RS09645	H16_RS09645	1	NC_008313	2101574	2102782	-		D-galactonate dehydratase family protein
H16_RS09650	H16_RS09650	1	NC_008313	2102802	2103566	-		GntR family transcriptional regulator
H16_RS09655	H16_RS09655	1	NC_008313	2103728	2105224	+		mannitol dehydrogenase family protein
H16_RS09660	H16_RS09660	1	NC_008313	2105261	2106280	+		TRAP transporter substrate-binding protein
H16_RS09665	H16_RS09665	1	NC_008313	2106343	2108211	+		TRAP transporter large permease subunit
H16_RS33670	H16_RS33670	1	NC_008313	2108291	2108827	-		LuxR family transcriptional regulator
H16_RS09675	H16_RS09675	1	NC_008313	2109282	2110424	+		hypothetical protein
H16_RS09680	H16_RS09680	1	NC_008313	2110461	2111549	+		hypothetical protein
H16_RS09685	H16_RS09685	1	NC_008313	2111574	2112872	+		hypothetical protein
H16_RS33675	H16_RS33675	1	NC_008313	2112978	2115002	+		hypothetical protein
H16_RS09695	H16_RS09695	1	NC_008313	2115024	2116109	+		hypothetical protein
H16_RS09700	H16_RS09700	1	NC_008313	2116169	2117035	+		hypothetical protein
H16_RS09705	H16_RS09705	1	NC_008313	2117032	2117706	+		hypothetical protein
H16_RS09710	H16_RS09710	1	NC_008313	2117710	2118774	+		DUF4438 domain-containing protein
H16_RS09715	H16_RS09715	1	NC_008313	2118967	2121045	-		methylmalonyl-CoA mutase
H16_RS09720	H16_RS09720	1	NC_008313	2121042	2121878	-		hypothetical protein
H16_RS09725	H16_RS09725	1	NC_008313	2121880	2123166	-		MSMEG_0569 family flavin-dependent oxidoreductase
H16_RS09730	H16_RS09730	1	NC_008313	2123202	2123489	-		MSMEG_0570 family nitrogen starvation response protein
H16_RS09735	H16_RS09735	1	NC_008313	2123498	2124493	-		sll0787 family AIR synthase-like protein
H16_RS09740	H16_RS09740	1	NC_008313	2124490	2125044	-		GNAT family N-acetyltransferase
H16_RS09745	H16_RS09745	1	NC_008313	2125041	2126186	-		MSMEG_0568 family radical SAM protein
H16_RS09750	H16_RS09750	1	NC_008313	2126137	2127153	-		Nit6803 family nitriliase
H16_RS09755	H16_RS09755	1	NC_008313	2127174	2127656	-		MSMEG_0572 family nitrogen starvation response protein
H16_RS09760	H16_RS09760	1	NC_008313	2128071	2129462	+		PLP-dependent aminotransferase family protein
H16_RS09765	H16_RS09765	1	NC_008313	2129534	2130229	-		alpha/beta hydrolase
H16_RS09770	H16_RS09770	1	NC_008313	2130339	2131124	-		1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
H16_RS09775	H16_RS09775	1	NC_008313	2131142	2132161	-		2Fe-2S iron-sulfur cluster binding domain-containing protein
H16_RS09780	H16_RS09780	1	NC_008313	2132183	2132698	-		benzoate 1,2-dioxygenase small subunit
H16_RS09785	H16_RS09785	1	NC_008313	2132695	2134128	-		benzoate 1,2-dioxygenase large subunit
H16_RS09790	H16_RS09790	1	NC_008313	2134233	2135156	-		catechol 1,2-dioxygenase
H16_RS09795	H16_RS09795	1	NC_008313	2135303	2136220	+		LysR family transcriptional regulator
H16_RS09800	H16_RS09800	1	NC_008313	2136334	2137479	+		muconate cycloisomerase
H16_RS09805	H16_RS09805	1	NC_008313	2137525	2137803	+		muconolactone Delta-isomerase
H16_RS09810	H16_RS09810	1	NC_008313	2137817	2138599	+		3-oxoadipate enol-lactonase
H16_RS09815	H16_RS09815	1	NC_008313	2138626	2139480	+		3-keto-5-aminohexanoate cleavage protein
H16_RS09820	H16_RS09820	1	NC_008313	2139614	2140309	-		TetR/AcrR family transcriptional regulator
H16_RS09825	H16_RS09825	1	NC_008313	2140601	2142325	+		AMP-binding protein
H16_RS09830	H16_RS09830	1	NC_008313	2142397	2143578	+		isovaleryl-CoA dehydrogenase
H16_RS09835	H16_RS09835	1	NC_008313	2143643	2145250	+		methylcrotonoyl-CoA carboxylase
H16_RS09840	H16_RS09840	1	NC_008313	2145269	2147284	+		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
H16_RS09845	H16_RS09845	1	NC_008313	2147308	2147538	+		hypothetical protein
H16_RS34215	H16_RS34215	7	NC_008313	2147583	2148098	-		hypothetical protein
H16_RS09850	H16_RS09850	1	NC_008313	2148251	2149435	+		methionine adenosyltransferase
H16_RS09855	H16_RS09855	1	NC_008313	2149676	2152159	+		heavy metal translocating P-type ATPase
H16_RS34220	H16_RS34220	1	NC_008313	2152156	2152371	+		hypothetical protein
H16_RS09860	H16_RS09860	1	NC_008313	2152533	2152793	+		DUF2933 domain-containing protein
H16_RS09865	H16_RS09865	1	NC_008313	2152793	2153458	+		isoprenylcysteine carboxylmethyltransferase family protein
H16_RS09870	H16_RS09870	1	NC_008313	2153495	2153761	+		hypothetical protein
H16_RS34225	H16_RS34225	1	NC_008313	2153778	2154242	+		hypothetical protein
H16_RS09880	H16_RS09880	1	NC_008313	2154223	2155026	+		polyphosphate kinase 2
H16_RS34230	H16_RS34230	7	NC_008313	2155190	2155453	+		hypothetical protein
H16_RS09885	H16_RS09885	1	NC_008313	2155423	2156283	-		MBL fold metallo-hydrolase
H16_RS09890	H16_RS09890	1	NC_008313	2156368	2156706	+		transcriptional regulator
H16_RS09895	H16_RS09895	1	NC_008313	2156700	2157134	+		YeeE/YedE family protein
H16_RS09900	H16_RS09900	1	NC_008313	2157136	2157567	+		membrane protein
H16_RS09905	H16_RS09905	1	NC_008313	2157940	2158500	+		hypothetical protein
H16_RS09910	H16_RS09910	1	NC_008313	2158811	2160415	-		PAS domain S-box protein
H16_RS09915	H16_RS09915	1	NC_008313	2160960	2163260	+		heavy metal translocating P-type ATPase
H16_RS09920	H16_RS09920	1	NC_008313	2163306	2163779	-		carboxypeptidase regulatory-like domain-containing protein
H16_RS09925	H16_RS09925	1	NC_008313	2164228	2164710	+		hypothetical protein
H16_RS09930	H16_RS09930	1	NC_008313	2164808	2166337	+		hypothetical protein
H16_RS09935	H16_RS09935	1	NC_008313	2166520	2167185	+		SagB/ThcOx family dehydrogenase
H16_RS09940	H16_RS09940	1	NC_008313	2167231	2167473	+		hypothetical protein
H16_RS09945	H16_RS09945	1	NC_008313	2167576	2167938	-		conjugal transfer protein TraR
H16_RS34235	H16_RS34235	1	NC_008313	2168003	2168221	-		phosphoribosylpyrophosphate synthetase
H16_RS09950	H16_RS09950	1	NC_008313	2168271	2168603	-		DUF883 domain-containing protein
H16_RS09955	H16_RS09955	1	NC_008313	2168667	2169335	-		alpha/beta hydrolase
H16_RS09960	H16_RS09960	1	NC_008313	2169854	2171491	+		chaperonin GroEL
H16_RS09965	H16_RS09965	1	NC_008313	2171511	2172167	-		BON domain-containing protein
H16_RS09970	H16_RS09970	1	NC_008313	2172193	2172819	-		phosphoribosyltransferase
H16_RS09975	H16_RS09975	1	NC_008313	2172852	2173457	-		SagB/ThcOx family dehydrogenase
H16_RS09980	H16_RS09980	1	NC_008313	2173819	2174298	+		hypothetical protein
H16_RS09985	H16_RS09985	1	NC_008313	2174303	2175049	+		acetoacetyl-CoA reductase
H16_RS09990	H16_RS09990	1	NC_008313	2175046	2176821	+		alpha/beta fold hydrolase
H16_RS09995	H16_RS09995	1	NC_008313	2177060	2177899	-		universal stress protein
H16_RS10000	H16_RS10000	1	NC_008313	2178260	2178538	-		DUF1488 domain-containing protein
H16_RS10005	H16_RS10005	1	NC_008313	2178579	2179031	-		universal stress protein
H16_RS10010	H16_RS10010	1	NC_008313	2179376	2179855	-		carboxypeptidase regulatory-like domain-containing protein
H16_RS10015	H16_RS10015	1	NC_008313	2179908	2180372	-		universal stress protein
H16_RS10020	H16_RS10020	1	NC_008313	2180540	2181655	-		alanine dehydrogenase
H16_RS10025	H16_RS10025	1	NC_008313	2181908	2182759	-		membrane protein
H16_RS10030	H16_RS10030	1	NC_008313	2182890	2183342	-		pyridoxamine 5'-phosphate oxidase family protein
H16_RS10035	H16_RS10035	1	NC_008313	2183788	2185323	-		thymidine phosphorylase family protein
H16_RS10040	H16_RS10040	1	NC_008313	2185377	2186171	-		cyclic nucleotide-binding domain-containing protein
H16_RS10045	H16_RS10045	1	NC_008313	2186538	2186960	+		Hsp20/alpha crystallin family protein
H16_RS10050	H16_RS10050	1	NC_008313	2186989	2187453	+		CBS domain-containing protein
H16_RS10055	H16_RS10055	1	NC_008313	2187522	2188169	+		BON domain-containing protein
H16_RS10060	H16_RS10060	1	NC_008313	2188264	2188917	+		BON domain-containing protein
H16_RS10065	H16_RS10065	1	NC_008313	2188973	2191669	+		GNAT family N-acetyltransferase
H16_RS10070	H16_RS10070	1	NC_008313	2191953	2192351	+		response regulator transcription factor
H16_RS10075	H16_RS10075	1	NC_008313	2192391	2193038	-		response regulator transcription factor
H16_RS10080	H16_RS10080	1	NC_008313	2193436	2194266	-		universal stress protein
H16_RS10085	H16_RS10085	1	NC_008313	2194326	2195684	-		MBL fold metallo-hydrolase
H16_RS10090	H16_RS10090	1	NC_008313	2195909	2198623	+		HAD family hydrolase
H16_RS34240	H16_RS34240	7	NC_008313	2198743	2198949	+		calcium P-type ATPase
H16_RS33680	H16_RS33680	1	NC_008313	2199132	2199626	+		hypothetical protein
H16_RS34245	H16_RS34245	1	NC_008313	2199810	2200262	+		hypothetical protein
H16_RS10110	H16_RS10110	1	NC_008313	2200339	2200761	+		DoxX family protein
H16_RS10115	H16_RS10115	1	NC_008313	2201367	2203070	+		SulP family inorganic anion transporter
H16_RS10120	H16_RS10120	1	NC_008313	2203426	2205045	-		glutamine-hydrolyzing GMP synthase
H16_RS10125	H16_RS10125	1	NC_008313	2205020	2205643	-		membrane protein
H16_RS10130	H16_RS10130	1	NC_008313	2205839	2207302	-		IMP dehydrogenase
H16_RS10135	H16_RS10135	1	NC_008313	2207427	2208386	+		DMT family transporter
H16_RS10140	H16_RS10140	1	NC_008313	2208590	2209114	+		DUF4124 domain-containing protein
H16_RS10145	H16_RS10145	1	NC_008313	2209169	2209516	-		RnfH family protein
H16_RS10150	H16_RS10150	1	NC_008313	2209503	2209940	-		type II toxin-antitoxin system RatA family toxin
H16_RS10155	H16_RS10155	1	NC_008313	2210119	2210571	+		SsrA-binding protein SmpB
H16_RS10160	H16_RS10160	1	NC_008313	2210612	2211544	-		paraslipin
H16_RS10165	H16_RS10165	1	NC_008313	2211645	2212067	-		NfeD family protein
H16_RS10170	H16_RS10170	1	NC_008313	2212220	2214604	-		phosphoenolpyruvate synthase
