protein_name	COG	COG_ID	COG_System	COG_Process	locusId
Flagellar protein	COG2882	N	Cellular processes and signaling	Cell motility	H16_RS30545
Sugar transferase involved in lipopolysaccharidesynthesis (EC 2.4.-.-)	COG2148	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_A1855
Methyl-accepting chemotaxis protein	COG0840	NT	Cellular processes and signaling	Cell motility	H16_RS28395
Pyruvate decarboxylase or related thiamine pyrophosphate-requiring enzyme (EC 4.1.1.-)	COG0028	EH	Metabolism	Amino acid transport and metabolism	H16_RS05530
Plasmid stability protein StbB	COG1487	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS16865
Outer membrane exporter of multiple drugs	COG1538	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS02065
Transcriptional regulator, TetR/AcrR-family	COG1309	K	Information storage and processing	Transcription	H16_RS27085
Transcriptional regulator, PspF-family (EC 3.6.1.-)	COG3284	KQ	Information storage and processing	Transcription	H16_RS24040
ABC-type transporter, permease component: cytochrome c assembly	COG0755	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS17205
ABC-type transporter, permease component: QAT family	COG1174	P	Metabolism	Inorganic ion transport and metabolism	H16_RS04670
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS00100
Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	COG1012	C	Metabolism	Energy production and conversion	H16_RS01335
NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)	COG1012	C	Metabolism	Energy production and conversion	H16_RS07425
Uncharacterized protein	COG3133	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS04700
Response regulator, OmpR-family	COG0745	K	Information storage and processing	Transcription	H16_RS11890
General secretion pathway protein N	NA	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS17670
Hydrolase or acyltransferase (Alpha/beta-hydrolase superfamily) (EC 3.-.-.-)	COG2267	I	Metabolism	Lipid transport and metabolism	H16_RS04590
Transporter of the major facilitator superfamily(MFS)	COG0477	EGP	Metabolism	Amino acid transport and metabolism	H16_RS23235
Transcriptional regulator, MarR-family	COG1846	K	Information storage and processing	Transcription	H16_RS22435
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_A2288
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS26460
Cytosine deaminase or related metal-dependent hydrolase (EC 3.5.4.-)	COG0402	F	Metabolism	Nucleotide transport and metabolism	H16_RS20900
Outer membrane protein assembly factor BamE	COG2913	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS15680
Soluble lytic murein transglycosylase or relatedregulatory protein (EC 3.2.1.-)	COG0741	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS12305
ABC-type transporter, permease component: HAAT family	COG0559	P	Metabolism	Inorganic ion transport and metabolism	H16_RS07650
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG1101	P	Metabolism	Inorganic ion transport and metabolism	H16_RS06935
Predicted permease	COG0628	P	Metabolism	Inorganic ion transport and metabolism	H16_RS15350
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_A2482
Conserved hypothetical transmembrane protein	COG4267	S	Poorly characterized	Function unknown	H16_RS29685
ABC-type transporter, permease component	COG4177	P	Metabolism	Inorganic ion transport and metabolism	H16_RS18265
Muconate cyclo-isomerase (EC 5.5.1.1)	COG4948	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS09800
Cation/multidrug efflux system outer membrane porin	COG1538	MU	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS16730
MFS transporter, ACS family	COG2271	G	Metabolism	Carbohydrate transport and metabolism	H16_RS00130
Uncharacterized protein	COG3022	S	Poorly characterized	Function unknown	PHG195
Conserved hypothetical signal peptide protein	COG4313	C	Metabolism	Energy production and conversion	H16_RS25775
L-Lactate permease	COG1620	C	Metabolism	Energy production and conversion	H16_RS13265
Putative integrase/recombinase	COG4974	L	Information storage and processing	Replication, recombination and repair	PHG133
Two domain protein: VgrG and COG4253	COG3501	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_B2108
Protein translocase subunit SecE	COG0690	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS17475
Carbon monoxide dehydrogenase homolog, medium chain (EC 1.2.99.2)	COG1319	A	Metabolism	Autotrophic energy generation	H16_RS02150
Fragment of ATP-dependent DNA ligase	COG1793	L	Information storage and processing	Replication, recombination and repair	H16_RS30640
Conserved hypothetical transmembrane protein	NA	S	Poorly characterized	Function unknown	H16_RS31355
2-Keto-3-deoxy-6-phosphogluconate aldolase (EC 4.1.2.14)	COG0800	G	Metabolism	Carbohydrate transport and metabolism	H16_RS24820
Putative threonine efflux protein	COG1280	E	Metabolism	Amino acid transport and metabolism	H16_RS12255
Transporter of the major facilitator family	COG0477	EGP	Metabolism	Amino acid transport and metabolism	H16_RS29250
Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	COG1197	L	Information storage and processing	Replication, recombination and repair	H16_RS07225
Putative transposase	COG3039	L	Information storage and processing	Replication, recombination and repair	PHG223
Transcriptional regulator, MarR-family	COG1846	K	Information storage and processing	Transcription	H16_RS19520
Stringent starvation protein A (Glutathione S-transferase)	COG0625	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS16935
Bacterioferritin	COG2193	P	Metabolism	Inorganic ion transport and metabolism	H16_RS10810
Putative 7,8-Dihydro-8-oxoguanine-triphosphatase (EC 3.6.1.-)	COG0494	L	Information storage and processing	Replication, recombination and repair	H16_RS16255
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	PHG179
Membrane protein	COG4258	S	Poorly characterized	Function unknown	H16_RS27040
FAD dependent oxidoreductase	COG0665	E	Metabolism	Amino acid transport and metabolism	H16_RS24410
4-Hydroxybenzoyl-CoA reductase, FAD-binding subunit B (EC 1.3.99.20)	COG1319	C	Metabolism	Energy production and conversion	H16_RS22450
Transcriptional regulator, IclR-family	COG1414	K	Information storage and processing	Transcription	H16_RS00150
Putative peptidase, S33 family (EC 3.-.-.-)	COG0596	S	Poorly characterized	Function unknown	H16_RS27620
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04870
Putative exopolysaccharide biosynthesis protein	COG0489	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS18905
Phosphomannomutase (EC 5.4.2.8)	COG1109	G	Metabolism	Carbohydrate transport and metabolism	H16_RS14375
Hypothetical membrane associated protein	NA	S	Poorly characterized	Function unknown	H16_RS06100
Transcriptional regulator, MarR-family	COG1846	K	Information storage and processing	Transcription	H16_RS00350
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS29635
Hypothetical membrane spanning protein	COG0697	P	Metabolism	Inorganic ion transport and metabolism	H16_RS06865
Transcriptional regulator	COG0583	K	Information storage and processing	Transcription	H16_RS24855
Predicted esterase of the alpha/beta hydrolase fold	COG3545	S	Poorly characterized	Function unknown	H16_RS31310
MFS transporter, AzgA family	COG2252	P	Metabolism	Inorganic ion transport and metabolism	H16_RS29965
Cytochrome c biogenesis protein	COG0785	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS26140
Membrane-associated Ser/Thr and Tyr protein phosphatase (Dual specificity) (EC 3.1.3.16)	COG0671	IT	Metabolism	Lipid transport and metabolism	H16_RS10435
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS19960
Uncharacterized protein	COG2913	J	Information storage and processing	Translation, ribosomal structure and biogenesis	H16_RS26880
Transcriptional regulator, IclR-family	COG1414	K	Information storage and processing	Transcription	H16_RS06895
ABC-type transporter, ATPase component: CUT1 family (EC 3.6.3.-)	COG3842	P	Metabolism	Inorganic ion transport and metabolism	H16_RS28490
Hypothetical membrane associated protein	NA	S	Poorly characterized	Function unknown	H16_RS12425
Formate dehydrogenase alpha subunit (EC 1.2.1.2)	COG0243	A	Metabolism	Autotrophic energy generation	H16_B1452
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	COG0415	L	Information storage and processing	Replication, recombination and repair	H16_RS08365
Transcriptional regulator, AraC-family	COG2207	K	Information storage and processing	Transcription	H16_RS17405
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS03770
Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.-)	COG0318	IQ	Metabolism	Lipid transport and metabolism	H16_RS25570
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS03610
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS00420
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS27235
Hypothetical membrane spanning protein	NA	S	Poorly characterized	Function unknown	H16_RS33630
Hypothetical membrane spanning protein	NA	S	Poorly characterized	Function unknown	H16_RS08020
Hypothetical membrane spanning protein	NA	S	Poorly characterized	Function unknown	H16_RS34055
ABC-type transporter, periplasmic component	COG0683	P	Metabolism	Inorganic ion transport and metabolism	H16_RS21225
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS20865
Enoyl-CoA hydratase (EC 4.2.1.17)	COG1024	I	Metabolism	Lipid transport and metabolism	H16_RS20690
Hypothetical membrane associated protein	NA	S	Poorly characterized	Function unknown	H16_RS30645
Transcriptional regulator, IclR-family	COG1414	K	Information storage and processing	Transcription	H16_RS13540
Flagellar transcriptional regulator FlhD	NA	N	Cellular processes and signaling	Cell motility	H16_B1539
TonB-like protein, links inner and outer membranes	COG0810	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS12610
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS09620
Threonine deaminase (EC 4.3.1.19)	COG1171	E	Metabolism	Amino acid transport and metabolism	H16_RS21495
NADPH:quinone reductase or related Zn-dependent oxidoreductase (EC 1.6.5.5)	COG0604	X	Metabolism	Oxidative phosphorylation	H16_RS20405
NADPH:quinone reductase or related Zn-dependent oxidoreductase (EC 1.6.5.5)	COG0604	X	Metabolism	Oxidative phosphorylation	H16_RS34410
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS12930
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS26250
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	COG0183	I	Metabolism	Lipid transport and metabolism	H16_RS25550
Response regulator, OmpR-family	COG0745	K	Information storage and processing	Transcription	H16_RS24980
Cation/multidrug efflux system outer membrane porin	COG1538	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS24335
Putative MFS transporter, MHS family	COG0477	P	Metabolism	Inorganic ion transport and metabolism	H16_RS22775
Hemoglobin-like protein (Hmp)	COG1017	C	Metabolism	Energy production and conversion	H16_RS23500
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS30055
Creatinine amidohydrolase (EC 3.5.2.10)	COG1402	S	Poorly characterized	Amino acid transport and metabolism	H16_RS08655
General secretion pathway protein G	COG2165	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS17635
Universal stress protein, UspA family	COG0589	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS10015
Uncharacterized protein	COG3195	S	Poorly characterized	Function unknown	H16_RS23740
Cystathionine beta-lyase (EC 4.4.1.8)	COG0626	E	Metabolism	Amino acid transport and metabolism	H16_RS07185
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS18865
Uncharacterized protein	COG1917	S	Poorly characterized	Function unknown	H16_RS21215
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04430
Flp pilus assembly protein TadG	COG4961	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS03540
Hydantoinase/oxoprolinase containing both A and B domains	COG0145	EQ	Metabolism	Amino acid transport and metabolism	H16_RS30870
Acyl-CoA transferase/carnitine dehydratase (EC 2.8.3.-)	COG1804	C	Metabolism	Energy production and conversion	H16_RS20585
Exopolysaccharide export protein	COG1596	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS18845
APC transporter, AAT family	COG1113	E	Metabolism	Amino acid transport and metabolism	H16_RS28180
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	COG1960	I	Metabolism	Lipid transport and metabolism	H16_RS20645
Hypothetical membrane spanning protein	NA	S	Poorly characterized	Function unknown	H16_RS26600
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS21140
Transcriptional regulator, CRP-family	COG0664	K	Information storage and processing	Transcription	H16_RS24965
Probable membrane transporter protein	COG0730	P	Metabolism	Inorganic ion transport and metabolism	H16_RS20895
CDP-diacylglycerol--glycerol-3-phosphate3-phospa tidyltransferase	COG0558	I	Metabolism	Lipid transport and metabolism	H16_RS10445
Putative hydrolase alpha/beta fold	COG2945	S	Poorly characterized	Function unknown	H16_RS27995
Uncharacterized protein	COG4320	S	Poorly characterized	Function unknown	H16_RS04800
3alpha-hydroxysteroid dehydrogenase (EC 1.1.1.50)	COG1028	C	Metabolism	Energy production and conversion	H16_RS22095
MFS transporter, AtoE family	COG0477	EGP	Metabolism	Amino acid transport and metabolism	H16_RS29190
Uncharacterized protein	COG4104	S	Poorly characterized	Function unknown	H16_B0506
Response regulator involved in heavy metal response, OmpR-family	COG0745	K	Information storage and processing	Transcription	H16_RS10845
N-Formylglutamate amidohydrolase (EC 3.5.1.68)	COG3741	E	Metabolism	Amino acid transport and metabolism	H16_RS06485
Conserved hypothetical secreted protein	COG1416	S	Poorly characterized	Function unknown	H16_RS17795
Transcriptional regulator, FNR-like	COG0664	K	Information storage and processing	Transcription	H16_RS10040
Acyl-CoA dehydrogenase, short-chain specific (Probable AidB protein) (EC 1.3.99.3)	COG1960	C	Metabolism	Energy production and conversion	H16_RS01140
